index,name,platform,rating,release_year
14688,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,NaN,NaN
14691,Battlefield 1942: The WW II Anthology,PC,NaN,NaN
14692,Genkai Tokki: Seven Pirates,PSV,NaN,2016
14693,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,NaN,NaN
14694,Parfait,PSV,NaN,NaN
14698,DeathSmiles II,X360,NaN,NaN
14699,The Great Mystery Hidden Object Package 5,PC,NaN,NaN
14700,Kenka Bancho Otome,PSV,NaN,NaN
14701,Calcio Bit,GBA,NaN,NaN
14702,Star Trek: The Game,PC,NaN,NaN
14704,Galaxy Angel II: Zettairyouiki no Tobira,PS2,NaN,NaN
14706,Hyakumanton no Bara Bara,PSP,NaN,NaN
14709,Hajime no Ippo: The Fighting,GBA,NaN,NaN
14710,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,NaN,NaN
14715,Gudetama: Hanjuku de Tanomuwa,3DS,NaN,NaN
14717,Bleach DS 4th: Flame Bringer,DS,NaN,NaN
14720,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,NaN,NaN
14721,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,NaN,NaN
14724,Nisenochigiri: Omoide no Saki e,PSP,NaN,NaN
14726,Girls Only,DS,E,2011
14730,Kamigami no Asobi,PSP,NaN,NaN
14731,Harukanaru Toki no Naka de 6,PSV,NaN,NaN
14733,Kidou Senshi V Gundam,SNES,NaN,NaN
14734,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,NaN,NaN
14735,Wrestle Angels: Survivor 2,PS2,NaN,2008
14736,Onechanbara Z Kagura,X360,NaN,NaN
14740,Mega Minis Volume 2,PSP,NaN,2011
14742,Tsuku Monogatari,PSP,NaN,NaN
14743,Vitamin Z,PS2,NaN,NaN
14744,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,NaN,NaN
14745,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,NaN,NaN
14747,Harukanaru Toki no Naka de 5: Kazahanaki,PSP,NaN,NaN
14750,Nobunaga no Yabou DS 2,DS,NaN,NaN
14751,The IdolM@ster: Gravure For You! Vol. 6,PS3,NaN,NaN
14752,Metal Saga: Hagane no Kisetsu,DS,NaN,NaN
14754,SingStar Fussballhits,PS3,NaN,2010
14755,Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,NaN,NaN
14756,Dream Club Zero Portable,PSV,NaN,NaN
14759,Bus Simulator 16,PC,NaN,2016
14760,Mystery Trackers: The Void,PC,T,2010
14761,Diabolik Lovers: Lunatic Parade,PSV,NaN,NaN
14762,Battle Arena Toshinden URA,SAT,NaN,NaN
14763,The Croods: Prehistoric Party!,WiiU,NaN,NaN
14766,Biohazard: Revival Selection,X360,NaN,NaN
14768,Labyrinth Cross Blood: Infinity,PSV,NaN,NaN
14770,UK Truck Simulator,PC,NaN,2010
14774,The Settlers II 10th Anniversary,PC,NaN,NaN
14777,Kangokutou Mary Skelter,PSV,NaN,NaN
14779,Akane Iro ni Somaru Saka Parallel,PS2,NaN,NaN
14780,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,NaN,NaN
14781,Monster Hunter Frontier Online: Forward 1,X360,NaN,NaN
14782,SingStar Chartbreaker,PS3,NaN,2009
14783,Botanicula,PC,NaN,2012
14788,Starry ? Sky: In Winter,PSP,NaN,NaN
14791,Gintama: Banji Oku Chuubu!,Wii,NaN,NaN
14793,Saka Agari Hurricane Portable,PSP,NaN,NaN
14794,Negima!? Dream Tactic Yumemiru Otome Princess,PS2,NaN,NaN
14795,Rugby League Live,X360,NaN,NaN
14798,Yuusha Shisu.,PSV,NaN,NaN
14801,Sengoku Basara: Sanada Yukimura-Den,PS3,NaN,2016
14802,Kisuato,PSV,NaN,NaN
14805,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,NaN,NaN
14806,1000 Cooking Recipes from ELLE à table,DS,NaN,NaN
14809,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,NaN,NaN
14810,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,NaN,NaN
14814,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,NaN,NaN
14815,Dragon Tamer: Sound Spirit,DS,NaN,NaN
14816,Dream Girl Premier,3DS,NaN,NaN
14817,Kiniro no Corda 2 f Encore,PSP,NaN,NaN
14818,La Pucelle: Ragnarok,PSP,NaN,NaN
14819,Darius II,SAT,NaN,NaN
14820,Bleach: Soul Carnival 2,PSP,NaN,NaN
14821,ParaParaParadise,PS2,NaN,NaN
14823,Tiger & Bunny: On-Air Jack!,PSP,NaN,NaN
14824,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,NaN,NaN
14825,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,NaN,NaN
14831,Rugby League Live,PS3,NaN,NaN
14833,The Perfect Golf,PS,NaN,NaN
14834,Wrestle Kingdom,PS2,NaN,NaN
14839,Infinite Stratos 2: Ignition Hearts,PS3,NaN,NaN
14843,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,NaN,NaN
14845,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,NaN,NaN
14847,Brothers Conflict: Passion Pink,PSP,NaN,NaN
14848,Clannad,X360,NaN,2008
14849,Kuryuu Youma Gakuenki Recharge,PS2,NaN,NaN
14854,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,NaN,NaN
14857,Schlag den Raab,PC,NaN,2010
14862,Kabu Trader Shun,DS,NaN,2007
14863,Hermie Hopperhead: Scrap Panic,PS,NaN,1995
14864,Poy Poy,PS,E,1997
14867,AMNESIA World,PSV,NaN,NaN
14868,DrumMania 7th Mix,PS2,NaN,NaN
14869,Runabout 3: Neo Age,PS2,NaN,2002
14871,Resident Evil 5 HD,PS4,NaN,NaN
14873,Teddy Together,3DS,NaN,2013
14874,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,NaN,NaN
14876,NatGeo Challenge! Wild Life,X360,NaN,NaN
14877,Archer Maclean Presents: Pool Paradise,GC,E,2004
14878,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,NaN,NaN
14880,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,NaN,NaN
14882,Touch Shot! Love Application,PS3,NaN,NaN
14883,Nanotek Warrior,PS,E,1997
14884,Galileo,DS,NaN,2008
14885,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,NaN,NaN
14888,Captain Tsubasa J: The Way to World Youth,SNES,NaN,NaN
14890,One Piece: Daikaizoku Coliseum,3DS,NaN,NaN
14891,Renegade Racers,PS,NaN,1999
14892,The Legend of Korra (3DS),3DS,NaN,NaN
14897,Senran Kagura: Bon Appétit!,PSV,NaN,NaN
14901,Backyard NFL Football,Wii,NaN,NaN
14905,River King: Wonderful Journey,PS2,NaN,NaN
14906,Sengoku Otome: Legend Battle,PSV,NaN,NaN
14909,Pop Cutie! Street Fashion Simulation (JP sales),DS,NaN,NaN
14912,Bae Yong-joon to Manabu Kankokugo DS,DS,NaN,NaN
14919,Last Escort 2: Shinya no Amai Toge,PS2,NaN,NaN
14920,Pop'n Music 13 Carnival,PS2,NaN,NaN
14924,Tokushu Houdoubu,PSV,NaN,NaN
14926,Shakugan no Shana,PS2,NaN,NaN
14927,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,NaN,NaN
14932,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,NaN,NaN
14933,HotBrain,PSP,NaN,NaN
14934,Hankou Shashin,SAT,NaN,NaN
14935,Little Busters! Converted Edition,PSV,NaN,NaN
14937,Pro Yakyuu Family Stadium,Wii,NaN,NaN
14939,Monster Hunter Frontier Online: Forward 2,X360,NaN,NaN
14941,Moyashimon DS,DS,NaN,NaN
14945,A Ressha de Gyoukou 2001,PS2,NaN,NaN
14946,Starry ? Sky: In Autumn,PSP,NaN,NaN
14947,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,NaN,NaN
14948,Pitball,PS,E,1996
14949,D.C. III: Da Capo III,PSP,NaN,NaN
14955,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,NaN,NaN
14956,Heroes of Hellas 2: Olympia,DS,NaN,2012
14959,Tenkaichi * Sengoku Lovers,DS,NaN,NaN
14960,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,NaN,NaN
14961,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,NaN,NaN
14964,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,NaN,NaN
14967,Senjou no Waltz,PSV,NaN,NaN
14968,Angelique: Maren no Rokukishi,PSP,NaN,NaN
14969,Secrets of the Titanic,DS,NaN,NaN
14970,Captain Morgane and the Golden Turtle,PC,NaN,2012
14972,Soul Eater: Battle Resonance,PSP,NaN,2009
14973,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,NaN,NaN
14974,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,NaN,NaN
14975,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,NaN,NaN
14981,Evangelion: Jo,PS2,NaN,NaN
14983, Beyblade Burst,3DS,NaN,NaN
14985,Doki Oki,PS,NaN,NaN
14986,Gakuen Alice: WakuWaku * Happy Friends,DS,NaN,NaN
14989,Konohana 2: Todoke Kanai Requiem,PS2,NaN,NaN
14990,Derby Time 2006,PSP,NaN,NaN
14991,I Heart Geeks,DS,NaN,NaN
14992,The Legend of Heroes: Trails in the Sky Third Chapter,PSV,NaN,NaN
14994,Jewel Quest 5: The Sleepless Star,DS,E,2013
14995,MAPLUS: Portable Navi 3,PSP,NaN,NaN
14997,DEATH NOTE: L o Tsugu Mono,DS,NaN,NaN
15000,Spy Hunter / Super Sprint,GBA,E,2005
15001,Demon Gaze 2,PSV,NaN,NaN
15002,Clover no Kuni no Alice: Wonderful Wonder World,PS2,NaN,NaN
15003,Otometeki Koi Kakumei * Love Revo! Portable,PSP,NaN,NaN
15004,Room Zoom: Race for Impact,XB,NaN,2003
15005,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,NaN,NaN
15007,America Oudan Ultra-Quiz,SAT,NaN,NaN
15008,DoDonPachi Dai-Oujou: Black Label Extra,X360,NaN,NaN
15009,Shinseiki Evangelion: Battle Orchestra,PS2,NaN,NaN
15011,My Animal Centre,Wii,NaN,NaN
15012,Blade Arcus from Shining EX,PS4,NaN,NaN
15013,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,NaN,NaN
15014,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,NaN,NaN
15015,Battlefield 2: Modern Combat(JP sales),PS2,NaN,NaN
15018,The Idolmaster: Gravure For You! Vol.7,PS3,NaN,NaN
15022,Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,NaN,NaN
15024,Pop'n Music 12 Iroha,PS2,NaN,NaN
15026,Juusanshi Engi Engetsu Sangokuden 2,PSP,NaN,NaN
15028,BeatMania IIDX 11: IIDX Red,PS2,NaN,2006
15029,Disney Planes Fire & Rescue,WiiU,E,2014
15031,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,NaN,NaN
15033,Alien Breed Trilogy,X360,NaN,2011
15035,Virtua Tennis: World Tour (jp sales),PSP,NaN,NaN
15036,Captain Morgane and the Golden Turtle,DS,NaN,2012
15038,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,NaN,NaN
15040,Reco Love: Blue Ocean,PSV,NaN,NaN
15041,Ken to Mahou to Gakuen Mono. 2G,PS3,NaN,NaN
15043,Kami Naru Kimi to,PSP,NaN,NaN
15045,Ikki Tousen: Eloquent Fist,PSP,NaN,NaN
15049,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,NaN,NaN
15051,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,NaN,NaN
15053,Diabolik Lovers: Vandead Carnival,PSV,NaN,NaN
15055,Bunmei Haruka: Aoiza Ibunroku,PSP,NaN,NaN
15057,Vantage Master Portable,PSP,NaN,NaN
15059,Lilpri DS: Hime-Chen! Apple Pink,DS,NaN,NaN
15062,O.M.G. 26 - Our Mini Games,DS,NaN,NaN
15063,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,NaN,NaN
15064,PopCap Hits! Vol 2,X360,E10+,2008
15076,Bust-A-Move,3DO,E,1995
15077,Bugriders: The Race of Kings,PS,E,1997
15079,Payout Poker & Casino,PSP,T,2006
15081,Wii de Asobu: Metroid Prime,Wii,NaN,NaN
15083,Wangan Midnight Portable,PSP,NaN,2007
15084,Who Wants to be a Millionaire: 2nd Edition,Wii,E,2000
15086,Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,NaN,NaN
15088,Canvas 2,PS2,NaN,NaN
15090,Memories Off: Sorekara Again,PS2,NaN,2006
15091,11eyes: CrossOver,X360,NaN,NaN
15094,Puppet Show 3: Lost Town,PC,NaN,NaN
15095,Stronghold 2 Deluxe,PC,NaN,NaN
15097,Winning Post 8 2015,PSV,NaN,NaN
15099,Xenosaga I·II,DS,NaN,NaN
15100,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,NaN,NaN
15101,La Corda d'Oro 4,PSV,NaN,NaN
15102,Kuusen II,PS2,NaN,NaN
15103,Cross Channel: In Memory of All People,X360,NaN,NaN
15105,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,NaN,NaN
15107,Are You Alice?,PSP,NaN,NaN
15108,Bella Sara 2 - The Magic of Drasilmare,3DS,NaN,2013
15109,Dance Dance Revolution: Hottest Party 5,Wii,NaN,NaN
15112,Okashi na Shima no Peter Pan: Sweet Never Land,PSP,NaN,NaN
15113,Backyard NFL Football,DS,NaN,NaN
15114,Urakata Hakuoki,PSP,NaN,NaN
15117,Gift: Prism,PS2,NaN,NaN
15120,Shanghai: True Valor,PS,E,1999
15121,Supermodel Makeover by Lauren Luke,DS,NaN,NaN
15123,Major Dream: Major DS Dream Baseball,DS,NaN,NaN
15124,Steins;Gate: Senkei Kousoku no Phonogram,X360,NaN,NaN
15127,TV Total Events,Wii,NaN,NaN
15128,Vitamin Z Revolution,PSP,NaN,NaN
15130,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,NaN,NaN
15132,Lunatic Dawn Tempest,PS2,NaN,NaN
15133,Strike Witches: Shirogane no Tsubasa,PSP,NaN,NaN
15137,Blade Arcus from Shining EX,PS3,NaN,NaN
15139,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,NaN,NaN
15145,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,NaN,NaN
15146,Dunamis 15,PS3,NaN,NaN
15147,DemiKids: Dark Version,GBA,E,2003
15148,Resident Evil: Umbrella Corps,PS4,NaN,NaN
15150,Fishdom 2 Deluxe,PC,NaN,2010
15152,Treasure Chase,DS,NaN,NaN
15153,Suzumiya Haruhi no Heiretsu,Wii,NaN,2009
15155,Nanatsuiro * Drops Pure!!,PS2,NaN,NaN
15157,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,NaN,NaN
15160,Bottom of the 9th '97,PS,E,1996
15161,Shaman King: Chou Senjiryokketsu 3,GBA,NaN,NaN
15164,Hyakka Hyakurou: Sengoku Ninpoujou,PSV,NaN,NaN
15165,HatsuKare * Renai Debut Sengen!,PSP,NaN,NaN
15166,QUIZ PARTY,Wii,NaN,2012
15171,Kingdom: Ikkitousen no Ken,PSP,NaN,NaN
15172,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,NaN,NaN
15174,Bomberman Story DS,DS,NaN,2007
15176,Ikki Tousen: Shining Dragon,PS2,NaN,NaN
15178,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,NaN,NaN
15181,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,NaN,NaN
15183,Enchanted Arms (JP sales),X360,NaN,NaN
15185,Geten no Hana,PSP,NaN,NaN
15186,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,NaN,NaN
15189,D.Gray-man: Sousha no Shikaku,PS2,NaN,NaN
15191,Ookami to Koushinryou: Omiowataru Kaze,DS,NaN,NaN
15193,School Days LxH,PS2,NaN,NaN
15195,Serious Sam HD: Gold Edition,X360,NaN,2010
15196,Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,NaN,NaN
15197,Neo Angelique,PS2,NaN,NaN
15199,Namco Museum Battle Collection (JP sales),PSP,NaN,NaN
15202,Thomas and Friends: Steaming around Sodor,3DS,NaN,NaN
15203,Chaos;Head Noah,PSP,NaN,NaN
15207,Minna no Chizu 2,PSP,NaN,NaN
15212,Princess Saver! Eternal Love for My Lady,PS2,NaN,NaN
15213,Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,NaN,NaN
15215,To Love-Ru Trouble: Darkness - True Princess,PSV,NaN,NaN
15216,Tokyo Mew Mew,PS,NaN,NaN
15219,Twinkle * Crusaders GoGo!,PSP,NaN,NaN
15220,Moujuutsukai to Oujisama: Snow Bride Portable,PSP,NaN,NaN
15225,Captain Morgane and the Golden Turtle,PS3,NaN,2012
15226,Shonen Jump's One Piece: Grand Adventure,PS2,NaN,NaN
15227,Dino Dini's Kick Off Revival,PS4,NaN,NaN
15229,Winning Post 8 2015,PS3,NaN,NaN
15232,Ukiyo no Roushi,PSV,NaN,NaN
15233,Uta Kumi 575,PSV,NaN,2014
15234,The Professor's Brain Trainer: Logic,DS,NaN,NaN
15237,428: Fuusa Sareta Shibuya de,PS3,NaN,NaN
15238,Catan,DS,E,2007
15240,Jewel Match 2,DS,NaN,2008
15241,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,NaN,NaN
15245,Totally Spies! 2: Undercover,DS,NaN,2006
15246,Black Rose Valkyrie,PS4,NaN,NaN
15248,Warriors of the Lost Empire (JP sales),PSP,NaN,NaN
15249,Jojo's Bizarre Adventure,PS,NaN,NaN
15250,Lode Runner,DS,NaN,1983
15253,Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,NaN,NaN
15254,Zillions of Enemy X: Zetsukai no Crusade,PS3,NaN,NaN
15255,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,NaN,NaN
15257,Happiness! De-Lucks,PS2,NaN,NaN
15258,Doki Majo Plus,DS,NaN,2009
15260,Love Once: Mermaid's Tears,PS3,NaN,NaN
15261,Castlevania: Lords of Shadow - Reverie,X360,NaN,2011
15264,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,NaN,NaN
15266,Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,NaN,NaN
15269,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,NaN,NaN
15272,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,NaN,NaN
15274,Motto! SoniComi,PS3,NaN,NaN
15275,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,NaN,NaN
15277,Diabolik Lovers: More Blood,PSV,NaN,NaN
15278,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,NaN,2010
15279,Serious Sam HD: Gold Edition,PC,NaN,2010
15281,Akai Ito DS,DS,NaN,NaN
15282,Natsuiro no Sunadokei,PS2,NaN,NaN
15285,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,NaN,NaN
15286,Triple Crown Championship Snowboarding,Wii,E,2010
15288,18 Wheels of Steel: Extreme Trucker,PC,NaN,2009
15289,X3: Terran War Pack,PC,NaN,NaN
15293,Ballblazer Champions,PS,E,1997
15295,Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,NaN,NaN
15296,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,NaN,NaN
15297,Galaxy Angel II: Eigou Kaiki no Koku,PS2,NaN,NaN
15298,Moujuutsukai to Oujisama Portable,PSP,NaN,NaN
15299,Genroh,PSP,NaN,NaN
15300,Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,NaN,NaN
15303,Kannou Mukashi Banashi Portable,PSP,NaN,NaN
15304,Tennis no Oji-Sama: Driving Smash! Side King,DS,NaN,NaN
15305,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,NaN,NaN
15306,Rose to Tasogare no Kojou,PSV,NaN,NaN
15307,Tale of a Hero,PC,NaN,2008
15308,UnchainBlades EXXiV,3DS,NaN,NaN
15312,Puyo Puyo! 15th Anniversary,PSP,NaN,2007
15314,Dies Irae: Amantes Amentes,PSP,NaN,2012
15315,The Idolmaster: Gravure For You! Vol.9,PS3,NaN,NaN
15321,Ryu-koku,PS2,NaN,2006
15323,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,NaN,NaN
15324,GunParade Orchestra: Midori no Shou,PS2,NaN,NaN
15327,G1 Jockey Wii,Wii,NaN,NaN
15328,Shooter: Starfighter Sanvein,PS,E,2000
15329,Sakura Wars 1 & 2,PSP,NaN,NaN
15334,Date A Live: Arusu Install,PS3,NaN,NaN
15337,Tengen Toppa Gurren-Lagann,DS,NaN,NaN
15339,Sugoi Hebereke,SNES,NaN,NaN
15340,Pebble Beach Golf Links,SAT,E,1995
15346,Higurashi Daybreak Portable Mega Edition,PSP,NaN,NaN
15349,Shinken de Watashi ni Koi Shinasai! R,PS3,NaN,NaN
15350,Command & Conquer: The First Decade,PC,T,2006
15351,Shiratsuyu no Kai,PSP,NaN,NaN
15352,Rugby League Team Manager 2015,PC,NaN,2015
15356,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,NaN,NaN
15361,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,NaN,NaN
15362,Jinsei Game Wii,Wii,NaN,NaN
15363,So Blonde,PC,NaN,2008
15365,The Sims: Complete Collection,PC,NaN,NaN
15366,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,NaN,NaN
15368,Gekka Ryouran Romance,PSP,NaN,NaN
15369,Guess the Logos,XB,NaN,NaN
15370,Ore no Yome: Anata Dake no Hanayome,X360,NaN,2010
15371,Resident Evil Zero,PC,NaN,NaN
15372,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,NaN,NaN
15373,Final Approach 2: 1st Priority,PS2,NaN,2008
15374,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,NaN,NaN
15378,Moujuutsukai to Oujisama: Snow Bride,PS2,NaN,NaN
15379,Detective Jinguuji Saburo: Ronde Revenge,3DS,NaN,NaN
15381,Meitantei Evangelion,PS2,NaN,NaN
15382,Tsuyo Kiss 2 Portable,PSP,NaN,NaN
15387,Mar Heaven: Karudea no Akuma,DS,NaN,NaN
15390,Robotics;Notes,X360,NaN,NaN
15393,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,NaN,NaN
15396,Dungeons & Dragons: Shadow over Mystara,PS3,NaN,1996
15398,Command & Conquer 3: Deluxe Edition,PC,NaN,NaN
15400,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,NaN,NaN
15402,Aquanaut's Holiday,PS,NaN,NaN
15404,Hot 'n' Cold,DS,NaN,NaN
15405,Nisenochigiri,PSP,NaN,NaN
15409,Last Escort,PS2,NaN,NaN
15410,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,NaN,NaN
15413,Meikyuu Cross Blood: Reloaded,X360,NaN,NaN
15414,Livly Garden,DS,NaN,NaN
15415,Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,NaN,NaN
15419,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,NaN,NaN
15421,Aria: The Natural ~Tooi Yume no Mirage~,PS2,NaN,NaN
15423,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,NaN,NaN
15424,Natalie Brooks: Mystery at Hillcrest High,DS,NaN,2012
15425,Gal Gun,PS3,NaN,NaN
15426,Hakuouki: Yuugi Roku DS,DS,NaN,NaN
15427,Shonen Jump's Shaman King: Master of Spirits 2,GBA,NaN,NaN
15428,Toki no Kizuna: Hanayui Tsuzuri,PSP,NaN,NaN
15429,Rinne no Lagrange: Kamogawa Days,PS3,NaN,NaN
15430,Code R,SAT,NaN,1998
15431,The Idolmaster: Gravure For You! Vol.8,PS3,NaN,NaN
15432,Spirits and Demons: 5 Game Pack,PC,NaN,NaN
15435,Net High,PSV,NaN,NaN
15437,Hakuoki: Shinkai - Furi no Shou,PSV,NaN,NaN
15440,Demolition Company: Gold Edition,PC,NaN,2011
15441,Onechanbara Special,PSP,NaN,NaN
15444,Daikaijuu Battle: Ultra Coliseum,Wii,NaN,NaN
15445,Saki: Achiga-Hen Portable,PSP,NaN,NaN
15446,Minna de Dokusho: Keatai Shousetsu Desu,PSP,NaN,NaN
15449,Winter Sports 2011,X360,NaN,NaN
15452,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,NaN,NaN
15455,Jinguuji Saburou DS: Akai Chou,DS,NaN,NaN
15458,Dance Dance Revolution Extra Mix,PS,NaN,2001
15459,UnchainBlades EXXiV,PSP,NaN,NaN
15460,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,NaN,NaN
15461,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,NaN,NaN
15464,Kawaii Koinu DS 3,DS,NaN,NaN
15466,Chuugen no Hasha: Sangoku Shouseiden,PSP,NaN,NaN
15468,Largo Winch .// Commando Sar,PS,T,2002
15469,Joker no Kuni no Alice: Wonderful Wonder World,PSP,NaN,NaN
15470,Cross Treasures,DS,NaN,NaN
15473,Fast & Furious: Showdown,PS3,NaN,2013
15477,Ferrari Challenge Trofeo Pirelli Deluxe,Wii,NaN,NaN
15479,Samurai & Dragons,PSV,NaN,NaN
15480,Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,NaN,NaN
15481,PDC World Championship Darts: Pro Tour,X360,NaN,2010
15482,TalkMan,PSP,NaN,2006
15484,Oil Rush,PC,NaN,2012
15488,Uta no * Prince-Sama,PSP,NaN,NaN
15490,Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,NaN,NaN
15491,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,NaN,NaN
15492,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,NaN,NaN
15493,Mushishi: Amefuru Sato,DS,NaN,2008
15494,Timmy Time,DS,NaN,NaN
15495,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,NaN,NaN
15497,The Legend of Heroes: Trails in the Sky Second Chapter,PS3,NaN,NaN
15498,Airport Simulator,PC,NaN,2010
15500,Winning Post 7: Maximum 2007,PS2,NaN,NaN
15502,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,NaN,2010
