index,name,platform,rating,release_year
6765,Tales of Hearts,DS,NaN,NaN
6771,Jikkyou Powerful Pro Yakyuu 2001,PS,NaN,NaN
6776,Tongari Boushi to Oshare na Mahou Tsukai,DS,NaN,NaN
6781,Panzer General,PS,E,1996
6782,Gallop Racer (JP),PS,NaN,NaN
6784,Spawn the Eternal,PS,M,1997
6790,Guitar Freaks,PS,NaN,1999
6791,World Soccer Winning Eleven 7,PS2,NaN,NaN
6792,SRS: Street Racing Syndicate,XB,T,2004
6793,Namco Tennis Smash Court,PS,NaN,NaN
6797,Marvel vs. Capcom Origins,PS2,T,2012
6798,Pro Yaky? Spirits 2011,PSP,NaN,NaN
6808,G-Police,PS,E,1997
6822,Summon Night 3,PS2,NaN,2003
6823,Pro Yaky? Spirits 2010,PSP,NaN,NaN
6827,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,NaN,NaN
6830,All Grown Up!: Game Boy Advance Video Volume 1,GBA,NaN,NaN
6836,Sakura Wars: Atsuki Chishio Ni,PS2,NaN,NaN
6838,Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,NaN,NaN
6843,Jikkyou Powerful Pro Yakyuu 15,PS2,NaN,NaN
6844,Front Line,2600,NaN,1984
6847,Paperboy,N64,NaN,1984
6853,Mobile Suit Gundam Battlefield Record U.C.0081,PS3,NaN,NaN
6863,Densetsu no Stafi 3,GBA,NaN,2004
6866,Ratchet & Clank: Going Commando (JP weekly sales),PS2,NaN,NaN
6875,Checkers,2600,NaN,1980
6876,Front Mission: Gun Hazard,SNES,NaN,1996
6888,Star Trek: The Game,PS3,NaN,NaN
6913,Polly Pocket: Super Splash Island,GBA,NaN,NaN
6915,God Eater 2,PSP,NaN,NaN
6919,Sesame Street: Elmo's Number Journey,PS,NaN,NaN
6921,Rampage,2600,NaN,1989
6922,Dark Cavern,2600,NaN,NaN
6925,The Godfather (US & Others sales),X360,NaN,NaN
6943,Wallace & Gromit in Project Zoo,PS2,E,2003
6946,Love Plus +,DS,NaN,NaN
6949,Mobile Suit Gundam: Climax U.C.,PS2,NaN,NaN
6950,Street Fighter EX2 Plus,PS,T,2000
6952,Big Family Games,Wii,NaN,2009
6953,Super Robot Taisen D,GBA,NaN,NaN
6954,Jet X20,PS2,NaN,NaN
6960,Transformers: War for Cybertron (DS Version),DS,NaN,NaN
6964,Pro Yakyuu Team o Tsukurou!,DC,NaN,NaN
6968,Scrabble (Others sales),DS,NaN,NaN
6978,Loving Life with Hello Kitty & Friends,DS,NaN,NaN
6979,Let's Make a Soccer Team!,PS2,NaN,NaN
6981,Monster Hunter G,PS2,NaN,NaN
6983,All-Star Baseball 2001,N64,E,2000
6992,The Amazing Spider-Man 2 (2014),X360,NaN,NaN
6996,Lunar: Silver Star Story,SAT,NaN,NaN
7014,Ashes Cricket 2009,Wii,NaN,2009
7017,The King of Fighters '95 (CD),NG,NaN,NaN
7032,AKB1/149: Love Election,PSP,NaN,NaN
7033,Tetris 2 (weekly jp sales),GB,NaN,NaN
7034,Pro Yakyuu Team o Tsukurou! 2,PS2,NaN,NaN
7035,Musou Orochi Z,PS3,NaN,NaN
7040,What's Cooking? Jamie Oliver,DS,NaN,NaN
7042,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,NaN,NaN
7045,Tales of VS.,PSP,NaN,NaN
7046,Saka-Tsuku DS: Touch and Direct,DS,NaN,NaN
7048,Mega Man Battle Network 5: Team Colonel / Protoman,GBA,NaN,NaN
7051,Star Ocean,SNES,NaN,1996
7060,Naruto: Ninja Council 2 European Version,DS,NaN,2005
7064,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,NaN,NaN
7068,Super R-Type,SNES,NaN,1991
7070,Super Robot Taisen F Kanketsuhen,PS,NaN,NaN
7081,Pocket Fighter,PS,T,1998
7083,Bicycle Casino 2005,XB,NaN,NaN
7087,.hack//G.U. Vol.2//Reminisce,PS2,NaN,NaN
7100,Buzz! Junior: RoboJam,PS2,NaN,NaN
7103,Tetris Attack,GB,E,1996
7105,Saint Seiya: Sanctuary Battle,PS3,NaN,NaN
7107,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,NaN,NaN
7109,Digimon World DS (JP sales),DS,NaN,NaN
7115,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,NaN,NaN
7116,3rd Super Robot Wars Z Jigoku Hen,PS3,NaN,NaN
7121,Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,NaN,NaN
7122,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,NaN,NaN
7126,Sword Art Online: Infinity Moment,PSP,NaN,NaN
7128,EX Monopoly,GBA,NaN,NaN
7129,Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,NaN,NaN
7130,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,NaN,NaN
7132,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,NaN,NaN
7133,Deadly Duck,2600,NaN,1982
7134,Assault,2600,NaN,1983
7135,Reactor,2600,NaN,1983
7136,Gundam Battle Chronicle,PSP,NaN,NaN
7138,Danball Senki Boost,PSP,NaN,2011
7140,101-in-1 Party Megamix Wii,Wii,NaN,NaN
7145,Momotarou Dentetsu 15,PS2,NaN,NaN
7148,We Sing Pop!,Wii,NaN,NaN
7152,Sengoku Basara 3 Utage,PS3,NaN,2011
7154,Last Window: The Secret of Cape West,DS,NaN,2010
7165,Crazy Climber,2600,NaN,1982
7170,Bust-A-Move 4,PS,E,1998
7172,NFL Quarterback Club 97,PS,E,1996
7174,Yu-Gi-Oh! GX: Tag Force 3,PSP,NaN,2008
7178,Mobile Suit Gundam Seed,PS2,NaN,NaN
7188,Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,NaN,NaN
7200,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,NaN,NaN
7206,Tales of Graces,Wii,NaN,2009
7209,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,NaN,NaN
7213,Dragon Ball: Origins (JP & incomplete US sales),DS,NaN,NaN
7214,NBA Jam Extreme,PS,E,1996
7221,NHL Championship 2000,PS,E,1999
7226,Karaoke Revolution Glee 2: Road to Regionals,Wii,NaN,NaN
7235,Tamagotchi no KiraKira Omisecchi,DS,NaN,NaN
7252,Disney's Magical Quest Starring Mickey and Minnie,GBA,NaN,NaN
7253,The Amazing Spider-Man 2 (2014),XOne,NaN,NaN
7258,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,NaN,NaN
7264,Jikkyou Powerful Major League,PS2,NaN,NaN
7269,Yoshi Touch & Go (JP sales),DS,NaN,NaN
7271,J-League Winning Eleven 2008: Club Championship,PS2,NaN,NaN
7272,Sports Car GT,PS,E,1999
7276,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,NaN,NaN
7277,Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,NaN,NaN
7278,Summer Athletics: The Ultimate Challenge (Others sales),Wii,NaN,NaN
7283,Sailor Moon,SNES,NaN,NaN
7291,The Legend of Heroes: Trails in the Sky First Chapter,PSP,NaN,NaN
7308,Pro Yakyuu Greatest Nine '97,SAT,NaN,NaN
7309,Nintendo Presents: Crossword Collection,DS,NaN,NaN
7313,Dorabase DS: Dramatic Stadium,DS,NaN,NaN
7315,EVE: burst error,SAT,NaN,1997
7317,Backyard NFL Football '09,Wii,NaN,NaN
7324,Magician's Quest: Town of Magic,3DS,NaN,NaN
7328,Doom (2016),PC,NaN,NaN
7329,Momotarou Dentetsu 16,PS2,NaN,NaN
7331,Transformer: Rise of the Dark Spark,PS4,NaN,NaN
7333,MTV Celebrity Deathmatch,XB,M,2003
7334,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,NaN,NaN
7343,TRON: Evolution - Battle Grids,Wii,E10+,2010
7351,WipeOut 3 The Game,X360,NaN,NaN
7353,Ghostbusters II,2600,NaN,1989
7354,Breakaway IV,2600,NaN,NaN
7355,RealSports Baseball,2600,NaN,1982
7363,Naruto: Clash of Ninja (JP sales),GC,NaN,NaN
7365,SingStar Pop Edition,PS3,NaN,2009
7368,NOëL: NOT DiGITAL,PS,NaN,NaN
7369,Dragon Ball Z Hyper Dimension,SNES,NaN,1996
7375,Star Trek: The Game,X360,NaN,NaN
7379,Front Mission 5: Scars of the War,PS2,NaN,2005
7386,The Land Before Time: Big Water Adventure,PS,NaN,NaN
7387,Move Fitness,PS3,NaN,2012
7391,Valkyria Chronicles III: Unrecorded Chronicles,PSP,NaN,NaN
7399,WCW Nitro,N64,E,1999
7405,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,NaN,NaN
7409,Now! That's What I Call Music: Dance & Sing,Wii,NaN,NaN
7416,State of Decay,XOne,NaN,2013
7419,Angel Blade: Neo Tokyo Guardians,PS,NaN,NaN
7423,PoPoLoCrois Monogatari II,PS,NaN,NaN
7424,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,NaN,NaN
7435,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,NaN,NaN
7436,J-League Winning Eleven 10 + Europa League 06-07,PS2,NaN,NaN
7438,Tales of Phantasia: Narikiri Dungeon X,PSP,NaN,NaN
7454,Super Robot Taisen K,DS,NaN,NaN
7463,Shin Megami Tensei: Persona 3 (jp sales),PS2,NaN,NaN
7465,Wacky Races: Crash & Dash,DS,E,2008
7468,X-Men: Children of the Atom,SAT,E,1996
7471,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,NaN,NaN
7473,Heisei Kyouiku linkai DS,DS,NaN,NaN
7475,The Naked Brothers Band: The Video Game,Wii,NaN,NaN
7476,SpongeBob SquarePants: Game Boy Advance Video Volume 3,GBA,NaN,NaN
7477,Pro Yaky? Spirits 2010,PS3,NaN,NaN
7486,Little Battlers eXperience: Baku Boost,3DS,NaN,NaN
7487,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,NaN,NaN
7491,Jikkyou Powerful Pro Yakyuu 2012,PS3,NaN,NaN
7502,Trade & Battle: Card Hero,GB,NaN,2000
7506,SD Gundam GNext,SNES,NaN,NaN
7508,Backyard NFL Football 2006,PS2,NaN,NaN
7510,Sloane to MacHale no Nazo no Monogatari,DS,NaN,NaN
7514,Sengoku Basara 2 Heroes,PS2,NaN,2007
7515,Buzz! The Schools Quiz,PS2,NaN,2008
7523,International Superstar Soccer 2000,PS2,E,2000
7524,CandyLand / Chutes & Ladders / Memory,GBA,NaN,NaN
7527,Drift King Shutokou Battle '94,SNES,NaN,NaN
7529,Shining Blade,PSP,NaN,2012
7530,The Ultimate Red Ball Challenge,Wii,NaN,NaN
7532,PBR: Out of the Chute,PS2,E10+,2008
7533,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,NaN,NaN
7538,Langrisser III,SAT,NaN,1996
7542,Samurai Spirits (CD),NG,NaN,NaN
7545,From TV Animation One Piece: Grand Battle! 3,GC,NaN,NaN
7547,Deal or No Deal: The Banker is Back!,DS,NaN,NaN
7551,WipeOut 3 The Game,3DS,NaN,NaN
7554,All Star Pro-Wrestling,PS2,NaN,2000
7557,The Fairly Odd Parents: Shadow Showdown,GC,NaN,NaN
7558,Story of Seasons: Good Friends of the Three Villages,3DS,NaN,NaN
7559,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,NaN,NaN
7561,Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,NaN,NaN
7566,7th Dragon 2020,PSP,NaN,2011
7568,Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,NaN,2003
7570,We Sing Robbie Williams,Wii,NaN,2010
7577,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,NaN,NaN
7578,The Heavy Rain and Beyond: Two Souls Collection,PS4,NaN,NaN
7592,The Legend of Heroes VII: The Trail of Blue,PSP,NaN,NaN
7602,Super Robot Taisen 64,N64,NaN,1999
7605,Famista 64,N64,NaN,1997
7606,Roadsters 99,N64,NaN,NaN
7614,Shining Hearts,PSP,NaN,2010
7620,SingStar: Back to the 80s,PS3,NaN,2011
7621,Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,NaN,NaN
7624,Nobunaga no Yabou: Reppuuden,PS,NaN,NaN
7627,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Wii,NaN,2010
7629,Treasure Hunter G,SNES,NaN,1996
7630,Ashes Cricket 2009,X360,NaN,2009
7633,Wing Arms,SAT,E,1995
7636,Pro Yaky? Spirits 2013,PS3,NaN,NaN
7643,Namco Museum Vol.4,PS,NaN,NaN
7647,Pro Yaky? Spirits 2013,PSP,NaN,NaN
7655,Pro Yaky? Spirits 2012,PSP,NaN,NaN
7657,Taiko no Tatsujin: Go! Go! Godaime,PS2,NaN,2004
7659,Bust-A-Move 2 Arcade Edition,PS,NaN,NaN
7664,Super Baseball Simulator 1.000,SNES,NaN,NaN
7671,The Amazing Spider-Man (Console Version),DS,NaN,NaN
7672,Farming Simulator 2015,XOne,NaN,NaN
7675,Jikkyou Powerful Pro Yakyuu 2010,PSP,NaN,NaN
7677,Ore no Shikabane o Koete Yuke,PSP,NaN,NaN
7680,Shaman King: Spirit of Shamans,PS,NaN,NaN
7683,The Fairly Odd Parents: Enter the Cleft,GBA,NaN,NaN
7687,Power Rangers: Time Force,GBA,NaN,NaN
7689,Jikkyou Powerful Pro Yakyuu 2011,PSP,NaN,NaN
7690,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,NaN,NaN
7694,Mahjongg Mysteries: Ancient Egypt,DS,E,2010
7695,Aikatsu! Cinderella Lesson,3DS,NaN,NaN
7711,Dexter's Lab Chess Challenge,GBA,NaN,NaN
7712,CSI: Unsolved!,DS,NaN,NaN
7715,ESA Foundation Compilation,PS2,NaN,NaN
7719,The Naked Brothers Band: The Video Game,DS,NaN,NaN
7721,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,NaN,1996
7726,Yoga Wii,Wii,NaN,NaN
7729,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,NaN,NaN
7730,Parlor! Mini 4,SNES,NaN,NaN
7732,The Amazing Spider-Man (Console Version),3DS,NaN,NaN
7741,Power Pro Kun Pocket 12,DS,NaN,NaN
7744,J-League Jikkyou Winning Eleven 3,PS,NaN,1997
7746,Jissen Pachi-Slot Hisshouhou,SNES,NaN,NaN
7759,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,NaN,NaN
7760,J-League Excite Stage '96,SNES,NaN,NaN
7762,New Love Plus,3DS,NaN,NaN
7765,Jikkyou J-League Perfect Striker,N64,NaN,NaN
7766,Super Robot Taisen: Scramble Commander,PS2,NaN,NaN
7769,Kan Colle Kai,PSV,NaN,NaN
7780,Barbie Fashion Show: An Eye for Style,DS,E,2008
7788,Tales of the World: Narikiri Dungeon 2,GBA,NaN,NaN
7797,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,NaN,NaN
7798,Tokimeki Memorial Girl's Side 3rd Story,DS,NaN,NaN
7800,Allied General,PS,E,1997
7802,Kamen Rider: Battride War,PS3,NaN,NaN
7803,Fire ProWrestling G,PS,NaN,NaN
7812,SingStar Pop Vol.2,PS2,NaN,NaN
7815,International Cricket 2010,PS3,NaN,2010
7817,Inazuma Eleven Strikers 2012 Xtreme,Wii,NaN,NaN
7822,Jampack: Summer 2003 (RP-T),PS2,NaN,NaN
7828,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PSP,NaN,NaN
7832,Sesame Street: Elmo's Number Journey,N64,NaN,NaN
7833,Hexen,N64,NaN,NaN
7835,Puyo Puyo Sun 64,N64,NaN,NaN
7836,AeroFighters Assault,N64,E,1997
7837,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,NaN,NaN
7839,Tottadoo! Yoiko no Mujintou Seikatsu,DS,NaN,NaN
7845,Kenka Banchou 4: Ichinen Sensou,PSP,NaN,NaN
7846,Warhammer: Shadow of the Horned Rat,PS,E,1996
7849,Pro Yakyuu Team o Tsukurou!,DS,NaN,NaN
7858,Mystery Tales of Time Travel,DS,NaN,NaN
7860,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,NaN,NaN
7869,Schlag den Raab,Wii,NaN,2010
7880,International Soccer,2600,NaN,1994
7881,Princess Maker: Yumemiru Yosei,PS,NaN,NaN
7882,3rd Super Robot Wars Z: Tengoku-Hen,PSV,NaN,NaN
7884,Big Air,PS,E,1998
7886,Taiko no Tatsujin: Wii U Version!,WiiU,NaN,NaN
7890,3rd Super Robot Wars Z Jigoku Hen,PSV,NaN,NaN
7892,Sudoku Gridmaster (JP sales),DS,NaN,NaN
7894,College Slam,PS,E,1996
7898,Pro Yaky? Spirits 4,PS2,NaN,NaN
7900,Need for Speed: Shift 2 Unleashed,PC,NaN,NaN
7902,Daigasso! Band Brothers,DS,NaN,2004
7904,Thoroughbred Breeder,SNES,NaN,NaN
7905,Momotarou Dentetsu World,DS,NaN,NaN
7919,Crash & Spyro Superpack,GBA,NaN,NaN
7923,Kuma-Tomo,3DS,NaN,NaN
7925,ThunderStrike 2,PS,E,1995
7926,Magical ZhuZhu Princess: Carriages & Castles,DS,NaN,2011
7927,Pro Yaky? Spirits 2012,PS3,NaN,NaN
7928,Super Real Mahjong P V,SAT,NaN,NaN
7929,Thomas the Tank Engine & Friends,GBA,NaN,1992
7930,Penguin no Mondai X: Tenkuu no 7 Senshi,DS,NaN,NaN
7937,Face Training,DS,NaN,NaN
7939,SD Gundam GX,SNES,NaN,NaN
7944,Phantasy Star Nova,PSV,NaN,2014
7956,J-League Pro Soccer Club o Tsukurou! 5,PS2,NaN,NaN
7959,Little Battlers eXperience W,PSP,NaN,NaN
7967,Star Wars: The Clone Wars & Tetris Worlds,XB,T,2003
7973,Godzilla (2015),PS4,NaN,NaN
7976,Treasures of the Deep,PS,T,1997
7992,.hack//Quarantine Part 4: The Final Chapter,PS2,NaN,NaN
7998,Reel Fishing II,PS,E,2000
8003,Active Health with Carol Vorderman,DS,NaN,NaN
8011,Super Robot Taisen J,GBA,NaN,NaN
8013,Nep League DS,DS,NaN,NaN
8022,Jikkyou Powerful Pro Baseball 2016,PSV,NaN,NaN
8025,GameBoy Wars,GB,NaN,NaN
8039,Chocobo no Fushigi Dungeon for WonderSwan,WS,NaN,NaN
8040,International Superstar Soccer 2000 (JP weekly sales),N64,NaN,NaN
8041,Ringling Bros. and Barnum & Bailey Circus,Wii,NaN,NaN
8046,Hatsune Miku and Future Stars: Project Mirai,3DS,NaN,NaN
8051,TalkMan (Japan),PSP,NaN,NaN
8054,Mega Man Soccer,SNES,NaN,1994
8060,FIFA Soccer 07,GC,E,2006
8061,Rabbids Party Collection,Wii,NaN,NaN
8065,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,NaN,NaN
8072,Super Robot Taisen UX,3DS,NaN,NaN
8076,Jeopardy!,DS,NaN,NaN
8077,Pro Yaky? Spirits 2011,PS3,NaN,NaN
8078,Doctor Who: Return to Earth,Wii,NaN,2010
8079,Battle Commander: Hachibushu Shura no Heihou,SNES,NaN,NaN
8081,Jampack Vol. 1,PS,NaN,NaN
8090,Sesame Street: Elmo's Letter Adventure,N64,NaN,NaN
8092,Might & Magic: Clash of Heroes,DS,E10+,2009
8094,Gokujou Parodius,SNES,NaN,NaN
8097,A.C.E.: Another Century's Episode 2,PS2,NaN,NaN
8099,Company of Heroes: Anthology,PC,NaN,2009
8101,Daigasso! Band Brothers P,3DS,NaN,NaN
8103,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,NaN,NaN
8115,F1 Challenge,SAT,E,1996
8117,Metal Gear Ac!d 2,PSP,NaN,NaN
8118,Shadow Madness,PS,T,1999
8121,The Game of Life / Yahtzee / Payday,GBA,NaN,NaN
8145,Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,NaN,NaN
8161,Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,NaN,NaN
8162,Super Robot Taisen A Portable,PSP,NaN,NaN
8169,Cabela's Big Game Hunter: Hunting Party,X360,NaN,NaN
8170,Tales of the Tempest,DS,NaN,2006
8171,SimCity Creator (JP sales),DS,NaN,NaN
8172,Biohazard: Revival Selection,PS3,NaN,NaN
8187,Summon Night 4,PS2,NaN,2006
8189,Pro Yaky? Spirits 5,PS2,NaN,NaN
8208,Yakuza Zero: The Place of Oath,PS4,NaN,NaN
8219,Petz: Horseshoe Ranch,DS,NaN,2009
8222,EyePet & Friends,PS3,NaN,2011
8226,Global Defence Force,PS2,NaN,2005
8229,SaGa 2: Hihou Densetsu - Goddess of Destiny,DS,NaN,NaN
8231,Super Robot Taisen L,DS,NaN,NaN
8238,Kekkaishi: Karasumori Ayakashi Kidan,DS,NaN,NaN
8243,Backyard Sports Football: Rookie Rush,DS,NaN,NaN
8248,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,NaN,NaN
8256,Exhibition Volume 02,XB,NaN,NaN
8262,Power Pro Kun Pocket,GB,NaN,1999
8263,The King of Fighters '97,SAT,NaN,NaN
8264,Tamagotchi no Narikiri Challenge,DS,NaN,NaN
8267,Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,NaN,NaN
8269,Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,NaN,NaN
8282,Jikkyou Powerful Pro Baseball 2016,PS4,NaN,NaN
8283,Backyard NFL Football '09,PS2,NaN,NaN
8287,Resident Evil Director's Cut: Dual Shock Edition,PS,NaN,NaN
8292,Hanjuku Eiyuu Tai 3D,PS2,NaN,NaN
8293,.hack//G.U. Vol.3//Redemption,PS2,NaN,NaN
8294,Super Robot Taisen Compact 2 Dai-1-Bu,WS,NaN,NaN
8299,Yu-Gi-Oh! Zexal World Duel Carnival,3DS,NaN,2014
8300,SingStar Motown,PS3,NaN,2009
8301,Macross Ultimate Frontier,PSP,NaN,NaN
8310,Monkey Island: Special Edition Collection,PC,NaN,NaN
8316,Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,NaN,NaN
8320,Mahjong Fight Club,PSP,NaN,NaN
8327,Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,NaN,NaN
8328,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,NaN,NaN
8330,Gundam Assault Survive,PSP,NaN,NaN
8334,Jikkyou Powerful Pro Yakyuu 2013,PSP,NaN,NaN
8335,Fate/Stay Night [Réalta Nua],PS2,NaN,NaN
8340,Space Griffon VF-9,PS,E,1997
8342,.hack//G.U. Vol.1//Rebirth,PS2,NaN,NaN
8346,Michael Jackson: The Experience 3D,3DS,E10+,2011
8357,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,NaN,NaN
8358,Bomberman B-Daman,SNES,NaN,1996
8363,Reloaded,PS,NaN,NaN
8364,Sword of the Samurai,PS2,NaN,1989
8371,Ashes Cricket 2009,PS3,NaN,2009
8373,Naruto Shippuden: Ultimate Ninja 5,PS2,NaN,2007
8378,Camp Rock: The Final Jam,DS,NaN,NaN
8381,VR Golf '97,PS,E,1996
8384,Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,NaN,NaN
8386,The Naked Brothers Band: The Video Game,PS2,NaN,NaN
8392,Backyard NFL Football '10,Wii,NaN,NaN
8395,Densetsu no Stafi 4,DS,NaN,2006
8396,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,NaN,NaN
8399,Tokimeki Memorial: Private Collection,PS,NaN,NaN
8400,Magical Starsign (US sales),DS,NaN,NaN
8404,Buzz! Brain of the UK,PS3,NaN,2009
8407,Far East of Eden II: Manji Maru,PS2,NaN,NaN
8413,Matchbox Cross Town Heroes,GBA,E,2002
8417,Nobunaga no Yabou: Tenshoki,SNES,NaN,NaN
8419,I'm A Celebrity: Get Me Out of Here!,Wii,NaN,NaN
8422,Dragon Quest X,3DS,NaN,NaN
8427,Super Power League,SNES,NaN,NaN
8439,Ringling Bros. and Barnum & Bailey: Circus Friends,DS,NaN,NaN
8442,Mousetrap / Operation / Simon,GBA,NaN,NaN
8447,Jikkyou Powerful Pro Yakyuu 2014,PS3,NaN,NaN
8449,TOEIC Test Training DS,DS,NaN,NaN
8450,Itoi Shigesato no Bass Tsuri No. 1,SNES,NaN,NaN
8456,Mr. Do!'s Castle,2600,NaN,NaN
8457,Death Trap,2600,NaN,1990
8458,Armor Ambush,2600,NaN,NaN
8459,Parodius,SAT,NaN,1990
8467,Vehicular Combat League presents Motor Mayhem,PS2,NaN,NaN
8470,PoPoLoCrois: Hajimari no Bouken,PS2,NaN,NaN
8483,Pen 1 Grand Prix: Penguin no Mondai Special,DS,NaN,NaN
8496,Kamaitachi no Yoru × 3,PS2,NaN,NaN
8501,The Legend of Heroes VII: The Trail of Zero,PSP,NaN,NaN
8503,King's Field,PS,NaN,NaN
8504,Let's Ride: Sunshine Stables,GBA,NaN,NaN
8505,World Stadium 4,PS,NaN,NaN
8509,San Goku Shi Taisen DS,DS,NaN,NaN
8511,Kawa no Nushi Tsuri,PS,NaN,NaN
8514,N2O: Nitrous Oxide,PS,T,1998
8520,Otogirisou,SNES,NaN,NaN
8521,SD Gundam G Generation 3D,3DS,NaN,NaN
8534,DS Rakubiki Jiten,DS,NaN,2005
8535,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,NaN,NaN
8539,Yu-Gi-Oh! 5D's Tag Force 6,PSP,NaN,NaN
8546,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,NaN,NaN
8552,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,NaN,NaN
8554,Pro Yaky? Spirits 3,PS2,NaN,NaN
8559,International Superstar Soccer Deluxe,SNES,E,1995
8563,WRC 2: FIA World Rally Championship,PS3,NaN,NaN
8569,SimEarth: The Living Planet,SNES,NaN,1992
8571,Sengoku Basara: Chronicle Heroes,PSP,NaN,2011
8575,Power Stakes,PS,NaN,NaN
8576,World Series of Poker: Tournament of Champions 2007 Edition,X360,NaN,NaN
8584,Wonder Project J2: Koruro no Mori no Josette,N64,NaN,NaN
8588,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,NaN,NaN
8592,Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,NaN,NaN
8593,Macross Ace Frontier,PSP,NaN,NaN
8597,.hack//G.U. Vol.2//Reminisce (jp sales),PS2,NaN,NaN
8610,Battle Soccer: Field no Hasha,SNES,NaN,NaN
8613,Take A Break's: Puzzle Master,DS,NaN,NaN
8622,J-League Jikkyou Winning Eleven 2000,PS,NaN,NaN
8623,Eve: The Lost One,SAT,NaN,1998
8627,Watchmen: The End is Nigh - The Complete Experience,PS3,M,2009
8631,Racing Lagoon,PS,NaN,1999
8637,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,NaN,NaN
8639,The Walking Dead: Season One,XOne,NaN,NaN
8641,Left Brain Right Brain: Use Both Hands Train Both Sides,DS,NaN,NaN
8643,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,NaN,NaN
8646,Power Rangers Double Pack,GBA,NaN,NaN
8648,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,NaN,NaN
8649,FIFA Soccer 97,PS,E,1996
8650,Transformer: Rise of the Dark Spark,X360,NaN,NaN
8653,Psychic Force,PS,NaN,1997
8655,StarBlade α,PS,NaN,NaN
8656,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,NaN,NaN
